City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
454,Wexford,IE,52.3342,-6.4575,42.13,83,24,6.42,few clouds
455,Krasnozatonskiy,RU,61.6758,50.9794,35.82,75,0,2.24,clear sky
456,Kajaani,FI,64.2273,27.7285,32.05,93,0,1.14,clear sky
457,Ketchikan,US,55.3422,-131.6461,57.67,21,20,9.22,few clouds
458,Xihua,CN,33.7833,114.5167,52.0,61,49,5.32,scattered clouds
459,Lamu,KE,-2.2717,40.902,81.39,81,100,11.34,overcast clouds
460,Tilichiki,RU,60.4667,166.1,22.86,85,99,4.76,overcast clouds
461,Kargasok,RU,59.0556,80.8572,28.74,78,48,9.62,scattered clouds
462,Narasapur,IN,16.45,81.6667,80.51,90,8,5.55,clear sky
463,Yulara,AU,-25.2406,130.9889,58.84,72,7,13.8,clear sky
464,Yuncheng,CN,35.0231,110.9928,52.86,45,2,1.19,clear sky
465,Krasnoselkup,RU,65.7,82.4667,11.84,92,82,16.33,broken clouds
466,Fomboni,KM,-12.28,43.7425,82.63,74,18,7.76,few clouds
467,Hamirpur,IN,25.95,80.15,87.4,11,0,3.4,clear sky
468,Senador Jose Porfirio,BR,-2.5908,-51.9542,77.07,91,66,2.46,broken clouds
469,Gigmoto,PH,13.7796,124.39,79.16,81,30,5.93,scattered clouds
470,Gravdal,NO,68.1214,13.5031,42.69,86,91,6.46,overcast clouds
471,Manggar,ID,-2.8833,108.2667,78.4,86,100,5.59,overcast clouds
472,Ponta Delgada,PT,37.7333,-25.6667,59.72,67,75,11.5,broken clouds
473,Sokoto,NG,13.0609,5.239,84.99,14,79,2.75,broken clouds
474,Nassau,US,40.7507,-73.5829,47.21,68,100,18.41,overcast clouds
475,Porto Novo,BJ,6.4965,2.6036,78.62,84,100,0.85,overcast clouds
476,Komsomolskiy,UZ,40.4272,71.7189,68.72,49,88,9.22,heavy intensity rain
477,Beloha,MG,-25.1667,45.05,73.62,88,85,10.11,overcast clouds
478,Halifax,CA,44.6453,-63.5724,48.09,65,5,10.36,clear sky
479,Sola,VU,-13.8833,167.55,82.29,76,99,12.39,moderate rain
480,Nizhnevartovsk,RU,60.9344,76.5531,32.02,69,0,7.0,clear sky
481,Orcopampa,PE,-15.2661,-72.3417,49.6,45,4,5.7,clear sky
482,Irbeyskoye,RU,55.6428,95.4522,29.21,78,100,6.78,light snow
483,Kasongo-Lunda,CD,-6.4667,16.8167,74.14,90,100,1.28,light rain
484,Mangrol,IN,21.1167,70.1167,79.41,70,0,12.5,clear sky
485,Nara,JP,34.6851,135.8049,59.97,36,57,2.19,broken clouds
486,Houma,US,29.5958,-90.7195,72.01,66,0,12.66,clear sky
487,Coxim,BR,-18.5067,-54.76,73.49,46,46,2.33,scattered clouds
488,Semnan,IR,35.5729,53.3971,57.04,13,0,4.61,clear sky
489,Oum Hadjer,TD,13.2954,19.6966,86.67,46,99,15.7,overcast clouds
490,Devgarh,IN,25.5333,73.9,77.29,26,6,12.59,clear sky
491,Shahrud,IR,36.4182,54.9763,47.91,47,0,4.34,clear sky
492,Garowe,SO,8.4054,48.4845,77.97,76,17,10.2,few clouds
493,Hovd,MN,48.0056,91.6419,44.6,20,100,9.75,overcast clouds
494,Miyako,JP,39.6367,141.9525,47.07,71,77,12.24,broken clouds
495,Northallerton,GB,54.339,-1.4324,48.02,66,100,5.75,overcast clouds
496,Inirida,CO,3.8653,-67.9239,74.98,92,79,1.79,broken clouds
497,Smidovich,RU,48.6,133.8167,45.18,45,100,14.23,overcast clouds
498,Saint-Georges,GD,12.0564,-61.7485,79.09,79,99,14.99,overcast clouds
499,Santa Cruz,BO,-17.8,-63.1667,77.05,53,0,2.3,clear sky
500,Olhao,PT,37.0286,-7.8411,58.89,62,0,17.27,clear sky
501,Vetlanda,SE,57.4289,15.0776,43.95,72,100,2.37,overcast clouds
502,Zunyi,CN,27.6867,106.9072,51.42,91,100,0.34,overcast clouds
503,Hualmay,PE,-11.0964,-77.6139,67.73,82,89,9.44,overcast clouds
504,Rognan,NO,67.0953,15.3878,44.74,90,92,6.31,overcast clouds
505,Vung Tau,VN,10.346,107.0843,81.16,74,96,12.24,overcast clouds
506,Pasni,PK,25.2631,63.471,79.29,89,17,4.9,few clouds
507,Vila,PT,42.0304,-8.1588,42.69,79,95,7.96,overcast clouds
508,Caucasia,CO,7.9865,-75.1935,78.93,87,100,5.97,overcast clouds
509,Sungai Besar,MY,3.6746,100.9867,76.77,90,100,3.31,overcast clouds
510,Tiznit,MA,29.5833,-9.5,71.44,30,94,0.58,overcast clouds
511,Cap-Aux-Meules,CA,47.3821,-61.8597,32.05,80,20,9.22,few clouds
512,La Seyne-Sur-Mer,FR,43.0982,5.8847,57.15,85,79,3.96,broken clouds
513,Russell,US,32.3502,-85.1999,67.6,62,10,10.36,clear sky
514,Ust-Kuyga,RU,70.0167,135.6,14.23,78,46,2.68,scattered clouds
515,Two Hills,CA,53.7169,-111.7518,48.92,34,78,18.41,broken clouds
516,Umm Lajj,SA,25.0213,37.2685,86.97,29,92,9.35,overcast clouds
517,Gisborne,NZ,-38.6533,178.0042,65.34,83,93,11.23,overcast clouds
518,Wufeng,CN,27.45,104.8333,38.93,89,94,2.86,overcast clouds
519,Ulagan,RU,50.6321,87.9563,40.19,63,100,2.59,overcast clouds
520,Rovira,CO,4.2392,-75.24,71.98,92,98,2.04,very heavy rain
521,Nome,US,64.5011,-165.4064,35.67,69,100,14.97,overcast clouds
522,Chabahar,IR,25.2919,60.643,79.83,71,62,4.16,broken clouds
523,Khasan,RU,42.4308,130.6434,45.28,57,0,2.53,clear sky
524,Acajutla,SV,13.5928,-89.8275,85.91,66,26,8.25,scattered clouds
525,Road Town,VG,18.4167,-64.6167,78.89,73,40,13.8,scattered clouds
526,Tawau,MY,4.2498,117.8871,77.13,85,58,3.62,broken clouds
527,Kalach-Na-Donu,RU,48.691,43.5264,53.46,62,94,10.8,overcast clouds
528,Porto Santo,PT,33.072,-16.3415,61.18,67,40,14.97,scattered clouds
529,Tshikapa,CD,-6.4167,20.8,72.34,93,93,2.8,moderate rain
530,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,4.61,thunderstorm
531,Gizo,SB,-8.103,156.8419,81.66,74,100,8.75,overcast clouds
532,Velikovechnoye,RU,44.934,39.755,60.35,77,100,6.85,overcast clouds
533,Riyadh,SA,24.6877,46.7219,71.74,11,18,2.3,few clouds
534,Zelenchukskaya,RU,43.858,41.5894,53.4,70,95,7.52,overcast clouds
535,Zbarazh,UA,49.6636,25.7762,31.17,85,11,4.47,few clouds
536,Oranjemund,NA,-28.55,16.4333,71.56,36,0,7.2,clear sky
537,Hamilton,US,39.1834,-84.5333,43.77,82,100,19.57,overcast clouds
538,Altos Del Rosario,CO,8.7944,-74.1658,77.07,91,95,0.83,overcast clouds
539,Tutoia,BR,-2.7619,-42.2744,78.39,84,97,5.68,overcast clouds
540,Anloga,GH,5.7947,0.8973,79.41,80,100,7.16,overcast clouds
541,Mudgee,AU,-32.5943,149.5871,67.78,72,83,5.75,broken clouds
542,Sinegorye,RU,62.0788,150.477,19.4,77,37,3.06,scattered clouds
543,Pouembout,NC,-21.1333,164.9,82.69,68,23,3.53,few clouds
544,Aguimes,ES,27.9054,-15.4461,65.66,77,20,19.57,few clouds
545,Sinnamary,GF,5.3833,-52.95,76.87,90,98,9.82,overcast clouds
546,Arona,ES,28.0996,-16.681,62.82,76,0,20.71,clear sky
547,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.87,98,100,0.78,light rain
548,Tabou,CI,4.423,-7.3528,77.07,87,94,1.83,overcast clouds
549,Hit,IQ,33.6416,42.8251,74.59,13,71,6.49,broken clouds
550,Shitanjing,CN,39.2342,106.3439,48.88,20,25,3.22,scattered clouds
551,Conde,BR,-7.2597,-34.9075,78.26,83,20,5.75,few clouds
552,Kenai,US,60.5544,-151.2583,44.69,56,0,13.8,clear sky
553,Berlevag,NO,70.8578,29.0864,40.8,92,100,23.42,overcast clouds
554,Xinqing,CN,48.2333,129.5,50.94,33,69,9.73,broken clouds
555,Olafsvik,IS,64.8945,-23.7142,40.08,81,44,10.27,scattered clouds
556,Magadan,RU,59.5667,150.8,24.53,88,97,7.23,overcast clouds
557,Kudahuvadhoo,MV,2.6708,72.8944,83.01,71,95,6.53,overcast clouds
558,Moerai,PF,-22.4333,-151.3333,78.71,71,94,7.34,overcast clouds
559,Miraflores,MX,19.2167,-98.8083,81.03,34,95,5.64,light rain
560,Shuangyang,CN,43.5242,125.6736,59.79,24,4,19.19,clear sky
561,Linxia,CN,35.6003,103.2064,43.47,34,11,3.74,few clouds
562,Kamenskiy,RU,50.8855,45.488,51.73,65,91,10.83,overcast clouds
563,Sao Domingos,BR,-13.3983,-46.3183,74.46,69,95,10.09,overcast clouds
564,Bage,BR,-31.3314,-54.1069,62.38,77,0,8.05,clear sky
565,Ortona,IT,42.3496,14.4039,46.15,61,71,6.22,broken clouds
566,Tagusao,PH,9.1924,117.8141,81.68,77,85,4.21,overcast clouds
567,Antibes,FR,43.5624,7.1278,54.88,73,0,5.75,clear sky
568,Tual,ID,-5.6667,132.75,83.7,70,70,0.83,broken clouds
569,Nohar,IN,29.1833,74.7667,85.15,24,3,10.11,clear sky
570,Pyay,MM,18.8167,95.2167,81.9,68,1,5.59,clear sky
571,Staryy Nadym,RU,65.6118,72.6842,9.23,94,81,8.86,broken clouds
572,Callaway,US,30.153,-85.5699,76.91,60,22,10.0,few clouds
573,Korla,CN,41.7597,86.1469,55.38,16,8,2.24,clear sky
574,Hambantota,LK,6.1241,81.1185,79.2,85,73,11.23,broken clouds
575,Marawi,PH,7.9986,124.2928,74.52,86,90,2.04,overcast clouds
576,Kalmunai,LK,7.4167,81.8167,79.77,80,91,2.75,overcast clouds
577,Kostyantynivka,UA,48.5277,37.7069,53.8,88,58,8.03,broken clouds
578,Yumen,CN,40.2833,97.2,49.62,14,0,12.46,clear sky
579,Poum,NC,-20.2333,164.0167,78.6,76,5,9.24,clear sky
580,Chicama,PE,-7.8447,-79.1469,63.14,76,69,6.91,broken clouds
581,Ustikolina,BA,43.5836,18.79,31.57,94,64,1.61,broken clouds
582,Suba,PH,10.8438,121.0102,82.62,71,69,23.0,broken clouds
583,Pereslavl-Zalesskiy,RU,56.7393,38.8563,32.86,78,12,5.99,few clouds
584,Zhangye,CN,38.9342,100.4517,48.29,25,4,4.99,clear sky
585,Uva,RU,56.9908,52.1852,30.74,98,100,2.89,overcast clouds
586,Westport,US,41.1415,-73.3579,46.56,73,100,16.11,overcast clouds
587,Mareeba,AU,-17.0,145.4333,77.67,76,100,3.67,overcast clouds
588,Bandar-E Lengeh,IR,26.5579,54.8807,74.53,66,36,1.03,scattered clouds
589,Ouango,CF,4.3133,22.5552,70.14,98,100,3.33,light rain
590,Camocim,BR,-2.9022,-40.8411,76.73,90,97,6.17,overcast clouds
591,Kandiari,PK,26.9156,68.5216,85.28,32,0,6.96,clear sky
592,Rzhev,RU,56.2624,34.3282,32.56,85,91,7.54,overcast clouds
593,Ust-Tsilma,RU,65.441,52.1498,31.64,96,100,5.59,overcast clouds
594,Narsaq,GL,60.9167,-46.05,37.62,71,100,4.18,light rain
595,Mount Isa,AU,-20.7333,139.5,80.37,32,0,12.66,clear sky
596,Saldanha,ZA,-33.0117,17.9442,59.05,71,0,7.31,clear sky
597,Lasa,IT,46.6166,10.7002,47.28,90,15,5.41,few clouds
598,Yar-Sale,RU,66.8333,70.8333,-0.45,98,70,6.51,broken clouds
599,Thinadhoo,MV,0.5333,72.9333,83.07,72,100,6.24,overcast clouds
600,Miles City,US,46.4083,-105.8406,49.17,34,0,12.66,clear sky
601,Nanakuli,US,21.3906,-158.1547,84.15,44,0,13.8,clear sky
602,Basco,PH,20.4487,121.9702,77.59,81,58,18.72,broken clouds
603,Alta Floresta,BR,-9.8756,-56.0861,72.82,81,69,2.71,broken clouds
604,Waingapu,ID,-9.6567,120.2641,79.0,87,100,8.3,overcast clouds
605,Wasaga Beach,CA,44.5168,-80.0164,36.01,92,100,4.61,light rain
606,Umm Kaddadah,SD,13.6017,26.6876,83.61,33,47,5.41,scattered clouds
607,Sulangan,PH,11.1373,123.7228,81.23,75,7,10.22,clear sky
608,Kuryk,KZ,43.2,51.65,54.32,67,37,8.19,scattered clouds
609,Maniitsoq,GL,65.4167,-52.9,10.6,83,82,13.62,broken clouds
610,Barabai,ID,-2.5833,115.3833,79.16,86,96,0.67,overcast clouds
611,Moose Factory,CA,51.2585,-80.6094,28.4,69,100,10.36,overcast clouds
612,Golkoy,TR,40.6875,37.6178,42.21,67,98,1.48,overcast clouds
613,Alappuzha,IN,9.49,76.3264,82.02,78,100,5.59,overcast clouds
614,Pierre,US,44.3683,-100.351,52.72,27,0,8.01,clear sky
615,Erzin,TR,36.9559,36.2,68.49,49,97,7.38,overcast clouds
616,Forestville,US,38.8451,-76.875,45.16,94,100,14.97,moderate rain
617,Riverton,US,40.5219,-111.9391,77.56,17,0,15.99,clear sky
618,Male,MV,4.1748,73.5089,84.15,74,40,6.91,scattered clouds
619,Zvishavane,ZW,-20.3267,30.0665,59.31,97,70,3.65,broken clouds
620,Qujing,CN,25.4833,103.7833,46.83,82,100,2.93,overcast clouds
621,Pangai,TO,-19.8,-174.35,84.31,74,75,13.8,broken clouds
622,Yantzaza,EC,-3.8278,-78.7594,65.66,99,100,0.94,overcast clouds
623,Kolyshley,RU,52.7005,44.5367,50.9,81,100,8.3,overcast clouds
624,Ndola,ZM,-12.9587,28.6366,59.52,97,6,4.32,clear sky
625,Monmouth,US,40.3001,-74.1663,47.95,77,100,18.41,overcast clouds
626,Pacific Grove,US,36.6177,-121.9166,67.39,60,0,11.5,clear sky
627,Konosha,RU,60.9736,40.257,32.34,99,100,0.18,overcast clouds
628,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,74,79,12.15,broken clouds
629,Muros,ES,42.7762,-9.0603,51.84,78,16,14.2,few clouds
630,Nizhniy Kuranakh,RU,58.8353,125.4869,30.96,77,81,12.84,broken clouds
631,Katobu,ID,-4.9408,122.5276,79.7,88,89,1.39,overcast clouds
632,Ganzhou,CN,28.8184,115.4327,62.02,76,96,2.66,overcast clouds
633,West Fargo,US,46.875,-96.9004,34.02,54,0,17.27,clear sky
634,Eskil,TR,38.4017,33.4131,56.61,44,91,8.08,overcast clouds
635,Tarakan,ID,3.3,117.6333,79.97,82,90,6.73,overcast clouds
636,Canals,ES,38.9625,-0.5844,60.04,83,74,1.01,broken clouds
637,Porto Murtinho,BR,-21.6989,-57.8825,70.86,57,0,3.69,clear sky
638,Karibib,NA,-21.9333,15.8333,72.5,29,42,8.03,scattered clouds
639,Yamada,JP,39.4667,141.95,49.77,63,61,13.33,broken clouds
640,Witu,KE,-2.3889,40.4382,80.17,82,100,9.69,overcast clouds
641,Brownsville,US,25.9018,-97.4975,82.35,75,100,25.32,haze
642,Phan Thiet,VN,10.9333,108.1,79.93,70,18,3.51,few clouds
643,Cicuco,CO,9.2631,-74.6569,80.01,79,96,6.15,overcast clouds
644,The Valley,AI,18.217,-63.0578,79.11,73,40,18.41,scattered clouds
645,Nouadhibou,MR,20.931,-17.0347,66.18,88,100,9.22,overcast clouds
646,Pestretsy,RU,55.7531,49.6545,35.74,99,100,5.14,snow
647,Chiang Rai,TH,19.9167,99.9167,73.38,99,75,1.14,broken clouds
648,Dawson Creek,CA,55.7666,-120.2362,24.44,74,100,8.05,overcast clouds
649,Shiyan,CN,32.6475,110.7781,60.49,45,100,3.11,overcast clouds
650,College,US,64.8569,-147.8028,43.09,29,0,12.66,clear sky
651,Kruisfontein,ZA,-34.0033,24.7314,53.89,92,10,2.01,clear sky
652,Bagan,RU,54.1001,77.6646,34.02,75,95,9.75,overcast clouds
653,Vesyegonsk,RU,58.664,37.2604,32.81,94,83,1.86,broken clouds
654,Griffith,US,41.5284,-87.4237,37.99,71,100,18.41,light rain
655,Durban,ZA,-29.8579,31.0292,65.01,94,47,3.0,scattered clouds
656,Shellbrook,CA,53.2168,-106.4011,42.03,84,23,3.0,few clouds
657,Zimovniki,RU,47.1483,42.4633,53.89,72,99,13.6,light rain
658,Sibolga,ID,1.7427,98.7792,76.24,91,100,1.63,overcast clouds
659,Santa Rosa,PH,14.3122,121.1114,84.02,69,11,13.04,few clouds
660,Corinto,GR,37.9407,22.9573,51.89,89,100,3.44,overcast clouds
661,Fort Nelson,CA,58.8053,-122.7002,27.99,40,75,8.05,broken clouds
662,Brae,GB,60.3964,-1.353,45.59,83,23,15.75,few clouds
663,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,11.5,overcast clouds
664,Bunia,CD,1.5667,30.25,63.77,85,65,1.36,broken clouds
665,Mega,ET,4.05,38.3,62.94,79,98,7.2,light rain
666,San Patricio,US,28.017,-97.5169,87.19,64,4,17.34,clear sky
667,Manono,CD,-7.3,27.4167,70.92,83,34,4.32,scattered clouds
668,Camalu,MX,30.85,-116.0667,70.45,54,18,14.09,few clouds
669,Talara,PE,-4.5772,-81.2719,72.36,68,0,17.27,clear sky
670,Norfolk,US,42.1668,-71.2495,49.24,62,100,3.0,overcast clouds
671,Labuhan,ID,-6.8844,112.2051,80.82,83,100,4.47,overcast clouds
672,Jibuti,DJ,11.5,42.5,74.88,79,24,10.36,few clouds
673,Batagay,RU,67.6333,134.6333,18.99,78,100,6.24,overcast clouds
674,Neuquen,AR,-38.9516,-68.0591,60.69,67,0,0.0,clear sky
675,Flin Flon,CA,54.7682,-101.865,39.04,45,75,11.5,broken clouds
676,Tecoanapa,MX,16.5167,-98.75,83.34,58,12,9.78,few clouds
677,Qui Nhon,VN,13.7667,109.2333,75.6,83,60,10.04,broken clouds
678,New Plymouth,NZ,-39.0667,174.0833,71.56,73,99,1.01,overcast clouds
679,Dunedin,NZ,-45.8742,170.5036,65.8,52,98,5.01,overcast clouds
680,Ciampino,IT,41.8016,12.6066,51.53,44,0,1.14,clear sky
681,Jatiroto,ID,-7.8833,111.1167,77.77,87,100,0.67,overcast clouds
682,Zhuhai,CN,22.2769,113.5678,65.98,94,40,13.8,scattered clouds
683,Verona,IT,45.4167,11.0333,52.52,49,0,4.61,clear sky
