City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Taunggyi,MM,2022-04-17 02:04:23,20.7833,97.0333,77.09,47,11,4.7
275,Barentu,ER,2022-04-17 02:04:23,15.1139,37.5928,79.43,43,96,11.48
276,Naze,JP,2022-04-17 02:03:52,28.3667,129.4833,64.69,58,90,10.18
277,Port Hedland,AU,2022-04-17 02:04:24,-20.3167,118.5667,98.65,14,11,10.36
278,Castelo Do Piaui,BR,2022-04-17 02:04:24,-5.3222,-41.5525,72.32,94,63,2.55
279,Port Lincoln,AU,2022-04-17 02:00:21,-34.7333,135.8667,66.49,74,100,9.08
280,Tahoua,NE,2022-04-17 02:00:12,14.8888,5.2692,80.58,12,99,9.33
281,Konstantinovka,RU,2022-04-17 02:04:25,49.6167,127.9833,42.26,46,96,15.3
282,Yulara,AU,2022-04-17 02:04:25,-25.2406,130.9889,84.04,30,5,11.5
283,Shitkino,RU,2022-04-17 02:04:25,56.3703,98.3543,48.67,74,100,6.26
284,Soyo,AO,2022-04-17 02:04:26,-6.1349,12.3689,77.27,91,84,7.02
285,Xinzhi,CN,2022-04-17 02:04:26,36.4989,111.7047,60.24,23,96,4.52
286,Akdepe,TM,2022-04-17 02:04:27,42.0551,59.3788,56.12,54,100,12.59
287,Vaitape,PF,2022-04-17 02:01:04,-16.5167,-151.75,81.34,72,6,11.54
288,Siloam Springs,US,2022-04-17 02:04:27,36.1881,-94.5405,55.94,50,100,10.36
289,Aksarka,RU,2022-04-17 02:04:27,66.5606,67.7975,11.79,91,100,2.73
290,Sobolevo,RU,2022-04-17 02:02:48,54.4299,31.8996,29.71,89,92,12.84
291,Meulaboh,ID,2022-04-17 02:04:28,4.1363,96.1285,81.82,80,50,2.28
292,Lewistown,US,2022-04-17 02:04:28,40.5992,-77.5714,49.71,90,75,5.75
293,Camana,PE,2022-04-17 02:04:29,-16.6228,-72.7111,66.9,83,94,8.48
294,Xichang,CN,2022-04-17 02:04:29,27.8964,102.2634,56.34,73,89,0.6
295,Bonavista,CA,2022-04-17 02:00:55,48.6499,-53.1147,38.7,77,100,15.95
296,Escanaba,US,2022-04-17 02:04:30,45.7453,-87.0646,28.94,73,100,11.5
297,Harper,LR,2022-04-17 02:04:30,4.375,-7.7169,76.98,88,100,2.57
298,Shitanjing,CN,2022-04-17 02:04:30,39.2342,106.3439,45.86,31,25,28.61
299,Chokurdakh,RU,2022-04-17 02:04:31,70.6333,147.9167,6.71,88,24,2.82
300,Avera,US,2022-04-17 02:04:31,33.194,-82.5271,63.91,93,100,0.98
301,Vila,PT,2022-04-17 02:04:31,42.0304,-8.1588,45.7,89,87,2.68
302,Herat,AF,2022-04-17 02:00:30,34.5,62.0,52.5,53,8,10.87
303,Wufeng,CN,2022-04-17 02:04:32,27.45,104.8333,38.26,94,100,4.12
304,Faanui,PF,2022-04-17 02:04:32,-16.4833,-151.75,81.34,72,6,11.7
305,Santiago De Cao,PE,2022-04-17 02:04:33,-7.9589,-79.2392,62.73,94,100,10.36
306,Cabanas,CU,2022-04-17 02:04:33,22.9758,-82.9219,76.51,80,7,8.48
307,La Maddalena,IT,2022-04-17 02:02:18,41.2142,9.4083,60.96,70,0,32.88
308,Saint-Augustin,CA,2022-04-17 02:04:33,51.226,-58.6502,31.73,90,56,12.86
309,Bethel,US,2022-04-17 02:04:34,41.3712,-73.414,45.75,89,100,8.05
310,Palmer,US,2022-04-17 02:04:34,42.1584,-72.3287,44.62,85,100,3.44
311,Shache,CN,2022-04-17 02:04:34,38.4167,77.2406,62.71,22,0,8.21
312,Cap Malheureux,MU,2022-04-17 02:01:40,-19.9842,57.6142,76.46,87,73,8.99
313,Praia Da Vitoria,PT,2022-04-17 02:05:35,38.7333,-27.0667,57.76,86,3,10.31
314,Fortuna,US,2022-04-17 02:05:35,40.5982,-124.1573,50.67,69,0,8.05
315,Kutum,SD,2022-04-17 02:02:47,14.2,24.6667,71.53,10,7,3.76
316,Walvis Bay,NA,2022-04-17 02:05:36,-22.9575,14.5053,59.77,78,25,4.76
317,Zhangjiakou,CN,2022-04-17 02:05:36,40.81,114.8794,57.22,14,100,4.09
318,Ardesen,TR,2022-04-17 02:05:37,41.1911,40.9875,52.68,66,4,4.79
319,Hovd,MN,2022-04-17 02:02:51,48.0056,91.6419,47.66,13,0,1.43
320,Isangel,VU,2022-04-17 02:05:37,-19.55,169.2667,84.02,70,20,6.24
321,Kodiak,US,2022-04-17 02:05:38,57.79,-152.4072,38.71,75,100,13.8
322,Acapulco,MX,2022-04-17 02:05:38,16.8634,-99.8901,80.42,65,0,0.0
323,Tessalit,ML,2022-04-17 02:05:38,20.1986,1.0114,70.5,24,100,9.15
324,Luderitz,NA,2022-04-17 02:05:39,-26.6481,15.1594,61.7,62,0,11.81
325,College,US,2022-04-17 02:05:39,64.8569,-147.8028,35.08,32,20,14.97
326,Noumea,NC,2022-04-17 02:05:39,-22.2763,166.4572,84.0,99,0,12.28
327,Jurado,CO,2022-04-17 02:05:39,7.1053,-77.7641,77.07,93,100,5.28
328,Belmonte,BR,2022-04-17 02:05:40,-15.8631,-38.8828,76.75,85,100,11.63
329,Leeton,AU,2022-04-17 02:05:40,-34.5667,146.4,81.9,34,4,11.43
330,Vilhena,BR,2022-04-17 02:05:41,-12.7406,-60.1458,69.75,90,52,3.15
331,Batamshinskiy,KZ,2022-04-17 02:05:41,50.5594,58.2747,41.81,71,9,4.7
332,Amherstburg,CA,2022-04-17 02:05:01,42.1168,-83.0499,37.98,62,100,12.66
333,Mackenzie,CA,2022-04-17 02:05:42,55.2999,-123.1698,34.81,68,99,3.18
334,Salinas,US,2022-04-17 02:02:03,36.6777,-121.6555,62.01,70,0,9.22
335,Macas,EC,2022-04-17 02:05:42,-2.3167,-78.1167,68.81,97,97,1.3
336,Kirakira,SB,2022-04-17 02:05:42,-10.4544,161.9205,85.57,62,91,5.86
337,Ler,SS,2022-04-17 02:05:43,8.3018,30.1418,76.69,70,35,3.96
338,Mao,ES,2022-04-17 02:03:04,39.8885,4.2658,59.56,63,0,6.91
339,Peterhead,GB,2022-04-17 02:05:43,57.5058,-1.7981,51.46,97,100,14.27
340,Dickinson,US,2022-04-17 02:05:44,29.4608,-95.0513,78.13,87,0,6.91
341,Kathmandu,NP,2022-04-17 02:05:19,27.7167,85.3167,64.62,48,20,3.44
342,Bugiri,UG,2022-04-17 02:05:44,0.5714,33.7417,64.53,93,100,3.06
343,Tombouctou,ML,2022-04-17 02:04:17,20.0,-3.0,71.33,21,0,11.74
344,Pisco,PE,2022-04-17 02:05:45,-13.7,-76.2167,66.02,82,0,10.36
345,Port Jervis,US,2022-04-17 02:05:45,41.3751,-74.6927,43.83,92,98,6.35
346,Turbat,PK,2022-04-17 02:05:45,26.0023,63.044,82.13,52,52,2.82
347,Flin Flon,CA,2022-04-17 02:05:46,54.7682,-101.865,21.74,88,100,3.15
348,Shellbrook,CA,2022-04-17 02:05:46,53.2168,-106.4011,19.51,90,99,5.23
349,Christchurch,NZ,2022-04-17 02:05:27,-43.5333,172.6333,57.94,80,100,11.5
350,Yar-Sale,RU,2022-04-17 02:05:46,66.8333,70.8333,11.66,84,100,14.88
351,Bilibino,RU,2022-04-17 02:05:47,68.0546,166.4372,22.53,81,98,2.01
352,Gold Coast,AU,2022-04-17 02:01:59,-28.0,153.4333,75.99,70,100,10.36
353,Wattegama,LK,2022-04-17 02:05:47,6.7989,81.4808,78.67,86,68,5.14
354,Mende,FR,2022-04-17 02:06:48,44.6667,3.5,35.37,87,13,4.97
355,Huarmey,PE,2022-04-17 02:06:48,-10.0681,-78.1522,67.37,84,99,8.39
356,Koslan,RU,2022-04-17 02:06:48,63.4564,48.8989,22.01,92,14,5.44
357,Lahaina,US,2022-04-17 02:06:49,20.8783,-156.6825,78.8,79,100,11.72
358,Maningrida,AU,2022-04-17 02:06:49,-12.0667,134.2667,87.48,57,14,11.79
359,Olafsvik,IS,2022-04-17 02:06:49,64.8945,-23.7142,43.95,96,93,12.26
360,Guerrero Negro,MX,2022-04-17 02:06:50,27.9769,-114.0611,60.49,83,46,19.48
361,Telma,RU,2022-04-17 02:06:50,52.6983,103.7097,53.1,46,67,2.91
362,Egvekinot,RU,2022-04-17 02:06:50,66.3167,-179.1667,22.84,86,39,8.95
363,Abu Samrah,SY,2022-04-17 02:06:51,35.3029,37.1841,57.29,42,1,2.53
364,Krasnoselkup,RU,2022-04-17 02:03:47,65.7,82.4667,16.83,92,100,16.8
365,Houyet,BE,2022-04-17 02:06:51,50.1862,5.0076,46.36,74,16,1.99
366,Kargala,RU,2022-04-17 02:06:52,56.6208,83.9607,45.37,81,100,7.09
367,Verkh-Usugli,RU,2022-04-17 02:06:52,52.7,115.1667,37.44,34,100,3.76
368,George,ZA,2022-04-17 02:06:52,-33.963,22.4617,55.94,73,0,4.09
369,Albuquerque,US,2022-04-17 02:02:32,35.0845,-106.6511,75.09,11,20,21.85
370,Pangody,RU,2022-04-17 02:06:53,65.85,74.4859,11.43,93,100,15.08
371,Lata,PT,2022-04-17 02:06:53,40.1629,-8.3327,49.57,92,84,1.68
372,Kachug,RU,2022-04-17 02:06:53,53.9606,105.8817,48.36,68,60,4.05
373,Ekibastuz,KZ,2022-04-17 02:06:54,51.6667,75.3667,58.01,53,100,4.25
374,Saint-Joseph,RE,2022-04-17 02:06:54,-21.3667,55.6167,71.98,77,19,9.15
375,Dharchula,IN,2022-04-17 02:06:54,29.85,80.5333,72.63,21,0,1.41
376,Tautira,PF,2022-04-17 02:06:55,-17.7333,-149.15,79.63,76,3,9.35
377,Salto,UY,2022-04-17 02:06:47,-31.3833,-57.9667,60.87,73,43,4.0
378,Penzance,GB,2022-04-17 02:04:33,50.1186,-5.5371,51.87,88,97,13.06
379,Neiafu,TO,2022-04-17 02:06:55,-18.65,-173.9833,84.88,79,40,10.36
380,Tenkodogo,BF,2022-04-17 02:06:56,11.78,-0.3697,86.25,30,100,5.57
381,Dingle,PH,2022-04-17 02:06:56,10.9995,122.6711,84.9,69,100,8.5
382,Champerico,GT,2022-04-17 02:06:56,14.3,-91.9167,84.16,70,13,10.04
383,Grand Gaube,MU,2022-04-17 02:06:57,-20.0064,57.6608,76.37,86,80,5.99
384,El Campo,US,2022-04-17 02:06:57,29.1966,-96.2697,77.29,88,0,6.91
385,Bucerias,MX,2022-04-17 02:05:44,20.75,-105.3333,78.98,73,20,3.44
386,Hihya,EG,2022-04-17 02:06:57,30.6713,31.588,64.09,36,5,10.83
387,Outram,MY,2022-04-17 02:06:58,1.2829,103.8379,89.53,67,75,5.75
388,Cockburn Town,TC,2022-04-17 02:06:58,21.4612,-71.1419,77.63,85,100,23.29
389,Qui Nhon,VN,2022-04-17 02:06:59,13.7667,109.2333,80.42,78,100,4.61
390,Lagoa,PT,2022-04-17 02:06:59,39.05,-27.9833,58.33,74,0,14.7
391,Skjervoy,NO,2022-04-17 02:06:59,70.0311,20.9714,39.2,87,100,27.11
392,Kinkala,CG,2022-04-17 02:07:00,-4.3614,14.7644,69.44,87,22,1.03
393,Manyana,BW,2022-04-17 02:07:00,-23.4,21.7167,62.31,90,47,9.71
394,Solnechnyy,RU,2022-04-17 02:07:00,50.7214,136.6319,31.23,87,100,8.84
395,Hangu,CN,2022-04-17 02:07:01,39.2489,117.7892,60.84,19,100,9.19
396,Spruce Grove,CA,2022-04-17 02:07:01,53.5334,-113.9187,32.09,74,75,9.22
397,Gurgentepe,TR,2022-04-17 02:07:01,40.7883,37.6017,28.29,58,92,7.87
398,Lasa,IT,2022-04-17 02:07:02,46.6166,10.7002,38.35,67,12,6.31
399,Wahiawa,US,2022-04-17 02:03:10,21.5028,-158.0236,79.12,73,75,11.5
400,Santona,ES,2022-04-17 02:07:02,43.4439,-3.4576,52.07,77,8,3.91
401,Mitsamiouli,KM,2022-04-17 02:07:02,-11.3847,43.2844,81.21,77,6,3.15
402,Joshimath,IN,2022-04-17 02:08:03,30.5667,79.5667,62.31,35,2,4.99
403,Marang,MY,2022-04-17 02:08:03,5.2056,103.2059,82.76,79,48,3.65
404,Preston,GB,2022-04-17 02:08:03,53.7667,-2.7167,55.62,87,92,7.43
405,Boa Vista,BR,2022-04-17 02:08:04,2.8197,-60.6733,78.78,78,40,5.75
406,Baker City,US,2022-04-17 02:08:04,44.7749,-117.8344,37.11,61,20,13.8
407,Apollonia,GR,2022-04-17 02:08:05,36.9716,24.7231,65.79,68,100,22.32
408,Voh,NC,2022-04-17 02:03:12,-20.9667,164.7,82.11,59,0,7.49
409,Hudson Bay,CA,2022-04-17 02:08:05,52.85,-102.3842,21.97,97,100,3.4
410,Margate,GB,2022-04-17 02:08:05,51.3813,1.3862,50.31,83,52,11.48
411,Mesto Albrechtice,CZ,2022-04-17 02:08:06,50.1629,17.5748,33.4,89,28,5.37
412,Ancud,CL,2022-04-17 02:08:06,-41.8697,-73.8203,50.32,88,0,4.83
413,Hay River,CA,2022-04-17 02:08:06,60.8156,-115.7999,8.94,88,100,8.5
414,Marawi,PH,2022-04-17 02:08:07,7.9986,124.2928,79.0,66,95,3.56
415,Pichayevo,RU,2022-04-17 02:08:07,53.2363,42.2032,45.34,98,100,7.27
416,Chapais,CA,2022-04-17 02:08:08,49.7834,-74.8492,29.98,92,92,7.4
417,Santa Cruz De La Palma,ES,2022-04-17 02:08:08,28.6835,-17.7642,64.54,82,0,12.66
418,Natal,BR,2022-04-17 02:08:08,-5.795,-35.2094,81.25,89,20,3.44
419,Baishishan,CN,2022-04-17 02:08:09,43.5833,127.5667,52.86,28,97,7.18
420,Balaipungut,ID,2022-04-17 02:03:57,1.05,101.2833,78.93,91,100,1.52
421,Muriwai Beach,NZ,2022-04-17 02:03:15,-36.8167,174.45,72.36,59,100,15.52
422,Deputatskiy,RU,2022-04-17 02:04:07,69.3,139.9,11.46,88,100,4.05
423,Beaver Dam,US,2022-04-17 02:08:09,43.4578,-88.8373,34.72,59,40,0.0
424,Sept-Iles,CA,2022-04-17 02:04:00,50.2001,-66.3821,27.9,89,15,4.61
425,Torbay,CA,2022-04-17 02:05:33,47.6666,-52.7314,45.57,67,100,7.0
426,Kununurra,AU,2022-04-17 02:08:10,-15.7667,128.7333,91.38,52,93,6.91
427,Devils Lake,US,2022-04-17 02:08:11,48.1128,-98.8651,21.18,63,0,3.44
428,Batticaloa,LK,2022-04-17 02:08:11,7.7102,81.6924,80.4,82,59,5.14
429,Ullapool,GB,2022-04-17 02:08:11,57.8987,-5.1604,52.36,75,100,6.49
430,Te Anau,NZ,2022-04-17 02:08:12,-45.4167,167.7167,55.36,53,99,0.49
431,Itoman,JP,2022-04-17 02:08:12,26.1247,127.6694,70.57,60,75,11.5
432,Qaqortoq,GL,2022-04-17 02:08:12,60.7167,-46.0333,27.3,87,7,4.54
433,Brigantine,US,2022-04-17 02:05:11,39.4101,-74.3646,58.05,89,100,17.27
434,Helena,US,2022-04-17 02:08:13,46.5927,-112.0361,29.32,78,100,5.75
435,Ormara,PK,2022-04-17 02:08:13,25.2088,64.6357,79.95,88,2,4.61
436,Maragogi,BR,2022-04-17 02:08:13,-9.0122,-35.2225,78.73,88,92,7.4
437,Jakar,BT,2022-04-17 02:08:14,27.5492,90.7525,54.39,59,2,2.82
438,Labuhan,ID,2022-04-17 02:08:14,-6.8844,112.2051,84.69,74,48,3.78
439,Petropavlovsk-Kamchatskiy,RU,2022-04-17 02:06:30,53.0452,158.6483,39.79,33,0,8.95
440,Jati,PK,2022-04-17 02:08:14,24.3539,68.2671,79.2,84,14,14.23
441,Yate,GB,2022-04-17 02:08:15,51.5407,-2.4184,51.48,74,100,2.98
442,Udachnyy,RU,2022-04-17 02:08:15,66.4167,112.4,30.45,86,100,17.96
443,Delijan,IR,2022-04-17 02:08:15,33.9905,50.6838,53.08,23,57,6.17
444,Hirara,JP,2022-04-17 02:08:16,24.8,125.2833,70.88,63,84,11.3
445,Gavrilov Posad,RU,2022-04-17 02:08:16,56.5597,40.1175,29.77,78,100,13.11
446,Banda Aceh,ID,2022-04-17 02:09:17,5.5577,95.3222,83.55,72,56,5.21
447,Korla,CN,2022-04-17 02:09:17,41.7597,86.1469,54.95,10,0,3.11
448,Zhuzhou,CN,2022-04-17 02:09:17,27.8333,113.15,52.05,91,100,3.76
449,Sangar,RU,2022-04-17 02:09:18,63.9242,127.4739,19.92,87,90,1.45
450,Chicama,PE,2022-04-17 02:09:18,-7.8447,-79.1469,61.34,79,53,5.84
451,Dalbandin,PK,2022-04-17 02:09:18,28.8947,64.4101,79.65,18,11,5.59
452,Gladstone,AU,2022-04-17 02:09:19,-23.85,151.25,83.79,41,0,10.36
453,Phalombe,MW,2022-04-17 02:09:19,-15.8064,35.6507,64.99,97,15,2.89
454,Weihe,CN,2022-04-17 02:09:19,32.9952,105.3247,51.73,63,100,4.52
455,North Platte,US,2022-04-17 02:07:57,41.1239,-100.7654,46.29,35,0,12.66
456,Galle,LK,2022-04-17 02:09:20,6.0367,80.217,82.63,75,86,4.97
457,Sivakasi,IN,2022-04-17 02:09:20,9.45,77.8167,83.53,67,5,1.21
458,Popesti,RO,2022-04-17 02:09:20,47.2333,22.4167,36.99,77,9,9.51
459,Diu,IN,2022-04-17 02:09:21,20.7141,70.9822,78.84,69,0,9.89
460,Puteyets,RU,2022-04-17 02:09:21,65.1716,57.091,15.76,95,100,5.5
461,Isla Mujeres,MX,2022-04-17 02:09:22,21.2311,-86.731,78.85,77,0,10.45
462,Cody,US,2022-04-17 02:09:22,44.5263,-109.0565,41.22,71,75,5.01
463,Dunedin,NZ,2022-04-17 02:09:22,-45.8742,170.5036,53.8,70,96,15.01
464,Basco,PH,2022-04-17 02:09:23,20.4487,121.9702,76.55,77,81,16.51
465,Kibala,TD,2022-04-17 02:09:23,9.1104,18.3463,83.91,41,3,3.89
466,Batagay,RU,2022-04-17 02:09:24,67.6333,134.6333,18.45,81,100,2.55
467,Marsaxlokk,MT,2022-04-17 02:09:24,35.8419,14.5431,58.08,82,20,10.36
468,Vao,NC,2022-04-17 02:06:14,-22.6667,167.4833,76.8,70,0,7.38
469,Caravelas,BR,2022-04-17 02:09:24,-17.7125,-39.2481,77.77,69,100,10.74
470,Antofagasta,CL,2022-04-17 02:09:25,-23.65,-70.4,58.28,81,60,5.06
471,Ostersund,SE,2022-04-17 02:09:25,63.1792,14.6357,36.05,80,75,6.91
472,Minna,NG,2022-04-17 02:09:25,9.6139,6.5569,80.15,65,74,5.73
473,Korhogo,CI,2022-04-17 02:09:26,9.45,-5.6333,73.87,76,100,3.09
474,Ostrovnoy,RU,2022-04-17 02:09:26,68.0531,39.5131,35.24,97,100,21.3
475,Ondo,NG,2022-04-17 02:06:06,7.1,4.8333,72.61,97,78,1.79
476,Feijo,BR,2022-04-17 02:09:27,-8.1642,-70.3536,72.36,93,23,1.66
477,Cozumel,MX,2022-04-17 02:08:09,20.5083,-86.9458,78.01,81,0,5.99
478,Moree,AU,2022-04-17 02:09:27,-29.4667,149.85,75.42,40,0,2.46
479,Tiznit,MA,2022-04-17 02:09:27,29.5833,-9.5,73.92,22,8,4.81
480,Ola,RU,2022-04-17 02:09:28,59.5833,151.2833,32.14,62,40,4.18
481,Rorvik,NO,2022-04-17 02:09:28,64.8621,11.2373,40.53,84,100,8.84
482,Lakatoro,VU,2022-04-17 02:09:28,-16.0999,167.4164,83.82,72,74,2.62
483,Tanout,NE,2022-04-17 02:09:29,14.9709,8.8879,78.66,13,64,8.25
484,Kyshtovka,RU,2022-04-17 02:09:29,56.555,76.6271,45.88,79,98,9.4
485,Temir,KZ,2022-04-17 02:09:29,49.1414,57.13,46.45,74,7,3.89
486,Shenjiamen,CN,2022-04-17 02:09:30,29.9576,122.298,57.65,56,55,8.14
487,Rawatsar,IN,2022-04-17 02:09:30,29.2833,74.3833,83.91,13,58,9.66
488,Hurghada,EG,2022-04-17 02:09:30,27.2574,33.8129,72.97,33,0,4.25
489,Sisimiut,GL,2022-04-17 02:09:31,66.9395,-53.6735,16.23,59,2,8.43
490,Oxford,GB,2022-04-17 02:05:41,51.7522,-1.256,49.19,83,99,3.58
491,Rio Cuarto,AR,2022-04-17 02:05:54,-33.1307,-64.3499,60.48,48,44,8.28
492,Talara,PE,2022-04-17 02:10:31,-4.5772,-81.2719,67.35,87,51,16.13
493,Salcedo,PH,2022-04-17 02:10:32,12.8105,121.4674,83.14,73,60,5.91
494,Loa Janan,ID,2022-04-17 02:10:32,-0.583,117.095,88.0,59,67,0.45
495,Gizo,SB,2022-04-17 02:10:32,-8.103,156.8419,81.97,74,100,5.1
496,Lamu,KE,2022-04-17 02:10:33,-2.2717,40.902,82.62,75,100,12.66
497,Ende,ID,2022-04-17 02:10:33,-8.8432,121.6623,83.73,75,78,2.17
498,Yenagoa,NG,2022-04-17 02:10:33,4.9247,6.2642,77.22,91,21,4.12
499,Johnstown,US,2022-04-17 02:10:34,40.3267,-78.922,48.18,84,100,4.61
500,Kenora,CA,2022-04-17 02:10:34,49.8167,-94.4337,15.22,96,94,2.68
501,Mehamn,NO,2022-04-17 02:10:34,71.0357,27.8492,37.33,89,100,29.53
502,Peniche,PT,2022-04-17 02:10:35,39.3558,-9.3811,56.28,91,100,14.09
503,Polson,US,2022-04-17 02:10:35,47.6936,-114.1632,34.48,70,100,4.85
504,Puerto Escondido,MX,2022-04-17 02:08:58,15.85,-97.0667,83.23,65,40,5.75
505,Ribas Do Rio Pardo,BR,2022-04-17 02:10:36,-20.4431,-53.7592,60.28,64,0,5.37
506,Finschhafen,PG,2022-04-17 02:10:36,-6.6024,147.8681,83.44,75,100,1.25
507,Carbonia,IT,2022-04-17 02:10:36,39.1672,8.5222,54.01,75,48,2.64
508,Guiberoua,CI,2022-04-17 02:10:37,6.2392,-6.1727,71.01,99,100,2.24
509,Tongzi,CN,2022-04-17 02:10:37,28.7829,105.0877,52.3,94,100,4.21
510,Acarau,BR,2022-04-17 02:10:37,-2.8856,-40.12,78.06,85,73,5.88
511,Birjand,IR,2022-04-17 02:10:38,32.8663,59.2211,64.62,34,98,9.46
512,Lixourion,GR,2022-04-17 02:10:38,38.2019,20.4314,59.68,77,100,7.52
513,Kiruna,SE,2022-04-17 02:10:38,67.8557,20.2251,32.92,93,40,3.44
514,Adrar,MR,2022-04-17 02:10:39,20.5022,-10.0711,76.17,15,0,12.17
515,Canoinhas,BR,2022-04-17 02:10:39,-26.1772,-50.39,50.0,98,0,3.13
516,Jiuquan,CN,2022-04-17 02:10:39,39.7432,98.5174,48.7,25,1,12.19
517,Santana Do Mundau,BR,2022-04-17 02:10:40,-9.1681,-36.2222,72.48,96,22,3.38
518,Senneterre,CA,2022-04-17 02:10:40,48.3835,-77.2328,25.25,91,97,3.11
519,Lock Haven,US,2022-04-17 02:10:40,41.137,-77.4469,47.7,99,77,7.54
520,Rio Negro,BR,2022-04-17 02:10:41,-26.1058,-49.7975,51.98,99,27,4.68
521,Khryashchevka,RU,2022-04-17 02:10:41,53.8119,49.0916,41.94,80,100,13.13
522,Awbari,LY,2022-04-17 02:10:41,26.5921,12.7805,62.92,42,0,14.7
523,Manokwari,ID,2022-04-17 02:10:42,-0.8667,134.0833,84.02,67,74,4.34
524,Ergani,TR,2022-04-17 02:10:42,38.2653,39.7621,47.66,56,53,5.48
525,Porto Novo,BJ,2022-04-17 02:06:37,6.4965,2.6036,79.9,82,100,4.83
526,Biak,ID,2022-04-17 02:10:43,-0.9131,122.8766,79.47,84,93,2.13
527,Victor Harbor,AU,2022-04-17 02:10:43,-35.5667,138.6167,78.67,66,100,13.82
528,Lorengau,PG,2022-04-17 02:06:20,-2.0226,147.2712,84.2,74,55,5.75
529,Ikalamavony,MG,2022-04-17 02:10:43,-21.15,46.5833,64.42,91,11,5.06
530,Santa Cruz,BO,2022-04-17 02:06:37,-17.8,-63.1667,71.06,60,75,9.22
531,Lermontovka,RU,2022-04-17 02:10:44,47.1453,134.3383,46.67,40,25,14.94
532,Srandakan,ID,2022-04-17 02:10:44,-7.9386,110.2506,84.25,74,100,3.11
533,San Felipe,VE,2022-04-17 02:10:45,10.3399,-68.7425,73.49,95,62,3.89
534,Marystown,CA,2022-04-17 02:10:45,47.1666,-55.1483,44.55,57,98,20.31
535,Cassilandia,BR,2022-04-17 02:10:45,-19.1133,-51.7342,59.09,56,0,4.0
536,Sistranda,NO,2022-04-17 02:10:46,63.7256,8.834,39.16,81,100,3.78
537,Salo,IT,2022-04-17 02:10:46,45.6086,10.531,54.32,74,77,5.7
538,Tomatlan,MX,2022-04-17 02:10:46,19.9333,-105.25,74.7,51,100,1.5
539,Tshikapa,CD,2022-04-17 02:11:47,-6.4167,20.8,70.65,94,100,1.32
540,Lahan,NP,2022-04-17 02:11:47,26.7296,86.4951,86.31,35,5,11.88
541,Hameenlinna,FI,2022-04-17 02:11:47,60.996,24.4643,28.29,95,76,2.8
542,Wanxian,CN,2022-04-17 02:11:48,30.8039,108.3897,52.72,93,100,2.08
543,Vale,GE,2022-04-17 02:11:48,41.6156,42.8722,35.65,85,1,3.02
544,Suchiapa,MX,2022-04-17 02:11:49,16.6167,-93.0833,88.12,48,20,14.97
545,Magaria,NE,2022-04-17 02:11:49,12.9983,8.9099,83.07,51,100,7.43
546,Ugu,IN,2022-04-17 02:11:49,26.7833,80.3333,89.22,11,0,6.46
547,Loreto,MX,2022-04-17 02:11:50,22.2667,-101.9667,73.22,13,51,4.85
548,Beringovskiy,RU,2022-04-17 02:11:50,63.05,179.3167,31.78,98,100,19.26
549,Manoel Urbano,BR,2022-04-17 02:11:50,-8.8389,-69.2597,72.73,92,28,0.72
550,Bay Roberts,CA,2022-04-17 02:11:51,47.5999,-53.2648,46.33,68,99,11.01
551,Bad Windsheim,DE,2022-04-17 02:11:51,49.5,10.4167,38.66,66,1,5.7
